source_language,target_language,source_text,target_text
twi,chinese,Sɛ ɛnyɛ dɛ?,味道不好吗？
twi,chinese,"Ɔno na ɔseɛ sɛ onnim ne ho hwee, nanso minnye no nni.",她声称她对他一无所知，但我不相信她。
twi,chinese,Hwan na wobɛtow aba ama no?,你要投票给谁？
twi,chinese,Wubetumi akenkan biribiara a wopɛ.,你可以读任何你想读的东西。
twi,chinese,Me ne no ankasa bio da.,我再也没有和他说过话。
twi,chinese,Abɔmmɔfo kum susono no.,鹿被猎人杀死了。
twi,chinese,Na United States adi nkonim wɔ ɔsram akawantu no ho,美国赢得了登月竞赛。
twi,chinese,Yɛretopon anadwo yi.,今晚我们要举办一个聚会。
twi,chinese,Sɛ wubetumi ne yɛn akɔ?,你能和我们一起去吗？
twi,chinese,Asamoa nim nea yɛyɛe.,阿萨莫阿知道我们做了什么。
twi,chinese,"Afei de, mewɔ biribiara a mihia.",我终于拥有了我需要的一切。
twi,chinese,Yɛbɛkɔ akɔsra Asamoa.,我们要去拜访阿萨莫阿。
twi,chinese,Ɛhe na adidibea a ɛbɛn no wɔ?,最近的餐厅在哪里？
twi,chinese,Afe a etwaam yi ara na Asamoa ne Abena waree.,阿萨莫阿和阿贝纳去年刚刚结婚。
twi,chinese,Momma mo atuo no nto nkyɛn,把你的枪收起来。
twi,chinese,Onni sika saa.,他钱很少。
twi,chinese,Mempɛ mmofra bɔne.,我不喜欢坏孩子。
twi,chinese,Ɛno ammoa me kɛse.,这并没有多大帮助。
twi,chinese,Memaa ɔkra no baa mu,我把猫放了进来。
twi,chinese,Hwɛ sɛnea asetra yɛ nwonwa fa!,生活是多么奇怪啊！
twi,chinese,Sɛ wokae sɛ 30?,你说30个？
twi,chinese,"Sɛ yenim nea yɛreyɛ a, anka wɔmfrɛ no nhwehwɛmu, anaa?",如果我们知道自己在做什么，那就不叫研究了，不是吗？
twi,chinese,Wopɛ sɛ woka ho asɛm pa ara seesei?,你现在真的想谈论这个吗？
twi,chinese,Asamoa mpɛ w'asɛm,阿萨莫阿不喜欢你。
twi,chinese,Boa no.,帮助他。
twi,chinese,Asamoa kotodwe ayɛ kuru.,阿萨莫阿膝盖酸痛。
twi,chinese,Ɔde kai na ɛbae.,他是开车来的。
twi,chinese,Minhu nea enti a ɛte saa.,我看不出原因。
twi,chinese,N'ani nnye sika ho.,他不关心钱。
twi,chinese,Asamoa gyaa n'adaka no wɔ ne pono no so.,阿萨莫阿把他的公文包留在了办公桌上。
twi,chinese,Wuntumi nnom sigaret wɔ sukuu mu.,你不能在学校里吸烟。
twi,chinese,Minnim sɛ woyɛɛ saa.,我不知道你这么做了。
twi,chinese,Ɛsɛ sɛ ɔboa ne maame.,她应该帮助她的母亲。
twi,chinese,Ɔsɛ ne maame.,她看起来像她的母亲。
twi,chinese,Mɛhwehwɛ mu yiye.,我会进行彻底调查。
twi,chinese,Minim sɛ Asamoa nim.,我知道阿萨莫阿知道。
twi,chinese,Asamoa yɛ ne nuabarima.,阿萨莫阿是他的兄弟。
twi,chinese,Ɔkyena yɛrenya adaagye koraa,我们即将度过非常忙碌的一天。
twi,chinese,Odurui nkyɛe.,他刚到。
twi,chinese,Mintumi nhu awiei no.,我看不到结局。
twi,chinese,Ehu kaa Asamoa,阿萨莫阿很害怕。
twi,chinese,Mfe abiesa ni na Asamoa dii kan hyiaa Abena.,阿萨莫阿三年前第一次见到阿贝纳。
twi,chinese,Ɔbarima no boaa me bere a na mewɔ ɔhaw mu no.,当我遇到困难时，这个人帮助了我。
twi,chinese,Ɛkame ayɛ sɛ obiara ani gye aduan pa ho.,几乎每个人都欣赏美食。
twi,chinese,Kɔ so ara ma suhyɛn no nkɔ,继续划桨。
twi,chinese,Me babea no kɔtɔ nkongua foforow.,我女儿要买新家具。
twi,chinese,Mikyi Boston.,我讨厌波士顿。
twi,chinese,Asamoa retwitwa nnua no ho.,阿萨莫阿正在修剪树木。
twi,chinese,Asamoa nkutoo ne nipa a Abena nim no a n'ani gye Opera ho,阿萨莫阿是阿贝纳认识的唯一一个喜欢歌剧的人。
twi,chinese,Na Asamoa mmuae no nyɛ nokware.,阿萨莫阿的答案是错误的。
twi,chinese,Ɛno ne mmuae papa,这是正确答案。
twi,chinese,Bisa no ne din.,问她叫什么名字。
twi,chinese,Mma nneɛma ntwetwe w'adwene.,别再呜咽了。
twi,chinese,Bere bɛn na wokɔɔ Boston?,您什么时候访问过波士顿？
twi,chinese,Deɛn na wopɛ pa ara?,你最想要的是什么？
twi,chinese,Wo ware sen me.,你比我高。
twi,chinese,Mennom nsa da.,我从来不喝酒。
twi,chinese,Sɛ woatua tekiti no ho ka?,你已经付了门票钱了吗？
twi,chinese,John maa ne ti daa nsu no ani,约翰把头保持在水面之上。
twi,chinese,Ɔhwɛɛ n'adamfo no mmuae no so de wiaa sɔhwɛ no mu.,他通过抄袭朋友的答案在考试中作弊。
twi,chinese,Ɛsɛ sɛ mo nyinaa kenkan.,你们所有人都必须阅读它。
twi,chinese,"Efi bere a wɔyɛɛ me papa oprehyɛn no, n'apom ayɛ den",我父亲自从手术后一直保持着良好的状态。
twi,chinese,Ɔyɛ ɔkwasea ankasa.,他绝对是个傻瓜。
twi,chinese,Asɛ Abena aboro bio,看来阿贝纳又喝醉了。
twi,chinese,Asamoa kyerɛɛ nea esii no.,阿萨莫阿描述了所发生的事情。
twi,chinese,Ɔde amemenemfe penee so.,他不情愿地接受了。
twi,chinese,Sɛ w'ankasa wunim Asamoa?,你认识阿萨莫阿吗？
twi,chinese,Mfie 20 ni na wɔwoo me.,我20年前出生了。
twi,chinese,"ɔkyena akyi no, bra.",后天来吧。
twi,chinese,Odii mfie 16.,她16岁了。
twi,chinese,Eyi ne kai koro no ara a wogyaw no nsɛmmɔnedi beae hɔ,这就是留在犯罪现场的同一辆车。
twi,chinese,Asamoa mfa sika pii.,阿萨莫阿没有携带太多现金。
twi,chinese,Emu nea ɛwɔ he na abu?,哪一个坏了？
twi,chinese,Akyinnye biara nni ho sɛ waben,不可否认，他很聪明。
twi,chinese,Ɛyɛ nokware sɛ wawu.,她确实死了。
twi,chinese,Ɛno ne ade a ɛnyɛ koraa a wubetumi ayɛ!,这是你能做的最糟糕的事情！
twi,chinese,Na Kwasida a ɛreba no nso ɛ?,下周日呢？
twi,chinese,Sɛ wode bɔɔse na ɛkɔ sukuu?,你乘公共汽车去学校吗？
twi,chinese,Asamoa nhyɛda nni nam pii.,阿萨莫阿不吃太多肉。
twi,chinese,Yɛn nyinaa wɔ ahyɛmma korɔ mu.,我们都在同一条船上。
twi,chinese,Ɔkyerɛkyerɛfo no kyerɛkyerɛɛ anwensɛm no mu kyerɛɛ yɛn.,老师给我们解释了这首诗的意思。
twi,chinese,Wawie?,你完成了吗？
twi,chinese,Bere tenten bɛn na wɔtraa England?,他们在英国住了多久？
twi,chinese,Sɛ wopɛ sɛ wo ne yɛn bɔ bɔɔlo?,你想和我们一起踢足球吗？
twi,chinese,Wɔwɔ akyiri koraa.,他们距离很远。
twi,chinese,"Minim nso sɛ, Asamoa nyɛ kwasea.",我也知道阿萨莫阿并不傻。
twi,chinese,Ɔmaa ne nsa so na ɔserewee.,他举起手，微笑着。
twi,chinese,Asamoa nnwene sɛ Abena bɛyɛ adwuma no yiye no.,阿萨莫阿认为阿贝纳不会很好地完成这项工作。
twi,chinese,Asamoa te sɛ me pɛpɛɛpɛ.,阿萨莫阿就像我一样。
twi,chinese,Wɔbubuu mfɛnsere abien no nyinaa.,两扇窗户都被打破了。
twi,chinese,Anidaso a na onni no hawee wɔn a wɔbɛn no no,他的悲观情绪使他周围的人感到沮丧。
twi,chinese,Twe wo ho fi me ho.,离我远点。
twi,chinese,Na aka akyi dodo.,太晚了。
twi,chinese,adɛn nti na ɛsɛ sɛ meboa wo?,我为什么要帮你？
twi,chinese,N'ani gye ho sɛ na ne papa yɛ nyansahufo a wagye din.,他为他的父亲是一位著名的科学家而感到自豪。
twi,chinese,Mepɛ sɛ mihu wo.,我要见你。
twi,chinese,Asamoa pɛ sɛ mede me ho hyɛ ne kuw no mu.,阿萨莫阿希望我加入他的球队。
twi,chinese,Yɛkyeree Asamoa,我们逮捕了阿萨莫阿。
twi,chinese,Mepɛ sɛ me ne woka biribi ho asɛm.,我想和你谈谈一件事。
twi,chinese,Ɛyɛ akyinidi adwenkyerɛ ɛyɛ anigye.,这是一个有趣的论点。
twi,chinese,Aduan bɛn na wopɛ pa ara sɛ wode bɛka nsa kɔkɔɔ ho adi?,你最喜欢和红酒一起吃的食物是什么？
twi,chinese,"Asamoa wɔ abɔdwesɛ te sɛ ne papa, ne nanammarima ne nuabarimanom deɛ.",阿萨莫阿和他的父亲、祖父和兄弟一样留着胡子。
twi,chinese,Mepɛ sɛ meyɛ wo mpena,我想成为你的男朋友。
twi,chinese,Saa sekan yi ano nyɛ nnam yiye,这把刀不太锋利。
twi,chinese,Mepɛ tissue,我需要一张纸巾。
twi,chinese,Ɛhe na yebehyia?,我们在哪里见面？
twi,chinese,Sɛ wobɔ bɔɔlo yiye?,你篮球打得好吗？
twi,chinese,Minnim bere a ɔbɛkɔ London.,我不知道她什么时候动身去伦敦。
twi,chinese,Wɔn na wɔreba no.,他们来了。
twi,chinese,Ɛwɔ me tirim sɛ mekɔ hɔ.,我打算去那里。
twi,chinese,Asamoa de ahyɛmma twaa asubɔnten no.,阿萨莫阿乘划艇过河。
twi,chinese,Asamoa pɛ sɛ me ne no kɔ.,阿萨莫阿要我和他一起去。
twi,chinese,"Asamoa tee sɛ Abena aba fie dwoodwoo no, ne koma tɔɔ ne yam.",得知阿贝纳安全回家，阿萨莫阿松了口气。
twi,chinese,Metee sɛ obi abɔ me din wɔ m'akyi.,我听到有人从后面叫我的名字。
twi,chinese,"Wonyɛ nipa pa, wunim saa?",你不是一个好人。你知道，对吧？
twi,chinese,Na ɛsɛ sɛ minya sika.,我必须要一些钱。
twi,chinese,Asamoa bisaa Abena sɛ obetumi akenkan ne maame krataa no anaa.,阿萨莫阿问阿贝纳是否可以读一下她母亲的信。
twi,chinese,Yɛsrɛ wo hwɛ wo ho so yiye.,请照顾好自己。
twi,chinese,Na Achilles yɛ tete Greek kokodurufo.,阿喀琉斯是古希腊英雄。
twi,chinese,Migye di sɛ wote nea enti a yentumi nyɛ saa no ase.,我相信您明白为什么我们不能这样做。
twi,chinese,Merehwehwɛ biribi.,我在找东西。
twi,chinese,Ayarehwɛfo no ho yɛ nnipa sɛ.,护士们都很好。
twi,chinese,Na Asamoa ntumi nhu nea Abena rekyerɛ.,阿萨莫阿不明白阿贝纳的意思。
twi,chinese,Asamoa tee nea Abena ka kyerɛɛ John no a wanhyɛda.,阿萨莫阿无意中听到阿贝纳对约翰说的话。
twi,chinese,Ne nneyɛe yɛ naa nnɛ.,他今天的行为很奇怪。
twi,chinese,"Sɛ wutie no a, ebia wubesusuw sɛ ɔyɛ abeawa.",听他说话，你可能会认为他是个女孩。
twi,chinese,Me na mehwɛ adesuakuw a ɛto so abiesa no so.,我负责三年级的班。
twi,chinese,Medaase ne nsa yi,谢谢你的饮料。
twi,chinese,Wɔbɛtow ahyɛ wɔn so.,他们会攻击。
twi,chinese,Asamoa nyaa akokoduru bisaa Abena sɛ ɔne no nhyehyɛ hɔ.,阿萨莫阿终于鼓起勇气邀请阿贝纳一起出去。
twi,chinese,Yɛsrɛ sɛ sesa ntaade no ansa na osu atɔ.,请在下雨之前把衣服穿好。
twi,chinese,Montena mmom,呆在一起。
twi,chinese,Ɛyɛ ade a ɛma ne hu yɛ mmerɛw,这是一个致命的赠品。
twi,chinese,Asamoa fii kaii no mu puei.,阿萨莫阿下了出租车。
twi,chinese,Metoo nsa frɛɛ no baa me fie.,我邀请他来我家。
twi,chinese,Ɔka kyerɛɛ me sɛ ɔdɔ me.,她告诉我她爱我。
twi,chinese,Wɔde nnɛyi adwinni a efi Europe no kyerɛe.,该展览展示了来自欧洲的现代艺术。
twi,chinese,"Sɛ mewɔ wo tebea no mu a, anka mɛyɛ saa ara.",如果我处于你的情况，我也会做同样的事情。
twi,chinese,Gyae gyimi no!,变得真实！
twi,chinese,Mɛyɛ no akyiri.,我稍后会做。
twi,chinese,Ɛnyɛ den koraa sɛ nyansahufo betumi ahu nsonsonoe a ɛda okyinnsoromma ahorow ntam.,科学家可以轻松计算行星之间的距离。
twi,chinese,Yɛwɔ ɔhaw koro no ara bi.,我们有同样的问题。
twi,chinese,"Sɛ nukelea ko bi pae a, anka adasaman ase betu.",如果爆发核战争，人类就会灭亡。
twi,chinese,Asamoa nkutoo renkɔ.,阿萨莫阿不会单独行动。
twi,chinese,Metɔɔ ahwehwɛ kuruwa bi.,我买了一个玻璃花瓶。
twi,chinese,Minim sɛ ebia nea mekaa nnera no ama wo bu afuw,我知道你可能对我昨天说的话很生气。
twi,chinese,Na ɔmpɛ sɛ otu kwan.,他不喜欢旅行。
twi,chinese,Anadwo biara na wɔkasa wɔ ahomatrofo so.,他们每天晚上都通电话。
twi,chinese,Ɛyɛ afe 1912 mu na Titanic po so hyɛn a edi kan no nomei,1912年，泰坦尼克号在首次航行时沉没。
twi,chinese,Mepa wo kyɛw bue mpoma no.,请打开窗户。
twi,chinese,Sɛ wowɔ mpena bi wɔ wo nkyiri?,你家里有女朋友吗？
twi,chinese,Asamoa wuraa mu a wammɔ pono mu,阿萨莫阿没有敲门就进来了。
twi,chinese,Krataa yi yɛ wo de,这是给您的一封信。
twi,chinese,Na Asamoa reyɛ dede pii.,阿萨莫阿发出了很大的噪音。
twi,chinese,Me maame anoa nkesua du.,我妈妈煮了十个鸡蛋。
twi,chinese,Ɛyɛ ade pa ara ankasa.,味道确实不错。
twi,chinese,Nawɔwɔ asetra a ɛyɛ anigye.,他们过着美好的生活。
twi,chinese,Hwɛ yiye wɔ nea wudi ho.,小心你吃的东西。
twi,chinese,"Nea ebesi biara no, ɛsɛ sɛ woyɛ komm.",无论发生什么，你都必须保持冷静。
twi,chinese,Manyɛ no yiye,我做得不太好。
twi,chinese,Ɛsɛ sɛ mifi hɔ ntɛm sɛnea ɛbɛyɛ a metumi aforo keteke no.,我必须早点出发去赶火车。
twi,chinese,Asɛ ne din no ma me nkae,他的名字听起来很熟悉。
twi,chinese,ɔbo bɛn ni?,这是什么石头？
twi,chinese,Na ɛsɛ sɛ Asamoa ma me yɛ nea na mepɛ sɛ meyɛ.,阿萨莫阿应该让我做我想做的事。
twi,chinese,Wɔte bɛn hɔ.,他们住在附近。
twi,chinese,Ofii ase serew denneennen.,他开始歇斯底里地大笑。
twi,chinese,Na wɔn nkutoo na wɔwɔ nwomakorabea hɔ.,图书馆里只剩下他们两个人。
twi,chinese,Ɛyɛ ma w'ankasa yiyedi.,这是为了你好。
twi,chinese,"Yɛsrɛ wo, twɛn sima anum.",请稍等五分钟。
twi,chinese,Bere biara Asamoa pɛ sɛ ɔboa,阿萨莫阿总是愿意提供帮助。
twi,chinese,Ɔwoo akwadaa a ɔte apɔw.,她生了一个健康的宝宝。
twi,chinese,Mepɛ sɛ mekora wɔ hɔ.,我想把它留在那里。
twi,chinese,Asɛ nea adwuma no nni adagyew koraa nnɛ.,今天办公室看起来很忙。
twi,chinese,W'adamfo no din de sɛn?,你朋友叫什么名字？
twi,chinese,Asamoa duruu hɔ pɛpɛɛpɛ.,阿萨莫阿及时赶到。
twi,chinese,Asamoa yɛ yɛn odwumayɛni,阿萨莫阿是我们的员工。
twi,chinese,"Sɛ ɛho behia a, mɛkɔ akohu no.",如果有必要的话我会去见他。
twi,chinese,Mihuu n'anim wɔ hann a ano nyɛ den no mu.,我在昏暗的灯光下看到了他的脸。
twi,chinese,Ka nea wotee no pɛpɛɛpɛ kyerɛ me.,准确地告诉我你听到了什么。
twi,chinese,Me nnamfo kɔɔ sini beae no a na menka ho,我的朋友们没有带我去看电影。
twi,chinese,"Na onim asɛm no, nanso ɔde hyɛɛ ne ho",他知道这个消息，但他自己保密。
twi,chinese,"Nea yehia seesei ne adeyɛ, ɛnyɛ adwen toatoa",我们现在需要的是行动，而不是讨论。
twi,chinese,Sɛ Asamoa nim sɛnea yetwi pɔnkɔ?,阿萨莫阿知道如何骑马吗？
twi,chinese,Wopɛ sɛ mehwɛ wo kraman so anaa?,你想让我照顾你的狗吗？
twi,chinese,Ma minhu sɛ ehia sɛ meyɛ nsakrae biara a,如果我需要进行任何更改，请告诉我。
twi,chinese,Mepɛ sɛ wutu amena bi.,我要你挖个坑
twi,chinese,Asamoa ka kyerɛɛ mmarima a na wɔte pon no ho sɛ ɔmmɔɔ poka da.,阿萨莫阿告诉坐在桌子周围的人，他以前从未玩过扑克。
twi,chinese,Mmoa ntumi ntra ase bere a mframa ne nsu nni hɔ.,没有空气和水，动物就无法生存。
twi,chinese,Minnim nea ɛrekɔ so wɔ hɔ.,我不知道里面发生了什么。
twi,chinese,Polisifo no akyere Asamoa,警方逮捕了阿萨莫阿。
twi,chinese,Twe wo ho fi gya no ho.,远离火源。
twi,chinese,Na menyɛ ɛna pa.,我不是一个好母亲。
twi,chinese,Mintumi ne no nka.,我跟他合不来。
twi,chinese,Yɛn keteke no baa mmere pɛpɛɛpɛ,我们的火车准时到达。
twi,chinese,Eyi ne yɛn haw.,这是我们的问题。
twi,chinese,Ɛyɛ amane kɔkɔɔ.,这是一条红鲱鱼。
twi,chinese,Asamoa wiee sukuu wɔ afe 2013 mu,阿萨莫阿于 2013 年毕业。
twi,chinese,Ɔpɛ nwoma kan,她喜欢读书。
twi,chinese,Minni adwuma yɛ.,我失业了。
twi,chinese,"Asamoa se, n'ani nnye.",阿萨莫阿说他不高兴。
twi,chinese,"Wɔwoo me October 10th, 1972.",我出生于1972年10月10日。
twi,chinese,"Asamoa dii anwumere aduan, nanso wanni nea yɛde pa yɛn anum biara",阿萨莫阿吃了晚餐，但没有吃任何甜点。
twi,chinese,Asamoa yɛ obi a ne yam yɛ na ne nsa mu nso go,阿萨莫阿是一个非常善良和慷慨的人。
twi,chinese,Ɛtɔ mmere bi a ɛsɛ sɛ yegye bere susuw nneɛma ho.,我们有时应该停下来思考。
twi,chinese,Mayɛ mum.,我无语了。
twi,chinese,Menkae.,我不记得了。
twi,chinese,Merenhaw wo.,我不会打扰你。
twi,chinese,Me papa gyaw me agyapade bi.,我父亲给我留下了一些财产。
twi,chinese,Wɔfrɛ abofra no Asamoa,这名婴儿名叫阿萨莫阿。
twi,chinese,Mehwɛ kwan sɛ ɛrenkyɛ na bɔɔso no aba.,我希望公共汽车快点来。
twi,chinese,Na ntaade a ɛgye nkwa wɔ Titanic no mu betumi agye nnipa dodow a na wɔwɔ hyɛn no mu bɛyɛ fã pɛ nkwa,泰坦尼克号的救生艇只够容纳船上大约一半的人。
twi,chinese,Ɛno yɛ serew mmom.,这还蛮有趣的
twi,chinese,Sinitwafo bɛn na wopɛ n'asɛm pa ara?,你最喜欢的演员是谁？
twi,chinese,Asɛ wada.,他似乎睡着了。
twi,chinese,Asɛdeɛ biara nni wo ho.,你无需承担任何责任。
twi,chinese,"Sɛ yɛwɔ nkwa deɛ, anidaso wɔ hɔ.",只要还有生命，就有希望。
twi,chinese,Yehia akyerɛkyerɛfo a wɔakwadare akyerɛkyerɛ mu denneennen.,迫切需要合格的教师。
twi,chinese,Asamoa bɔɔ me kɔkɔ wɔ ho.,阿萨莫阿警告过我这一点。
twi,chinese,Na nnipa a wɔtete ahyɛmma no mu no nnuru ɔha,渡轮上的乘客不超过一百人。
twi,chinese,Wɔbɛsɔ saa ɔhaw yi ano nnansa yi ara.,这些问题将在不久的将来得到解决。
twi,chinese,Misusuw sɛ eyi yɛ adwemmɔne.,我认为这是一个坏主意。
twi,chinese,Ogya bepɔw no paee mpofirim kunkum nnipa pii.,火山突然爆发，造成多人死亡。
twi,chinese,Na yɛn nyinaa ho pere yɛn sɛ mobɛsan aba.,我们都盼望着你的归来。
twi,chinese,Afei na krataa a na meretwɛn no abedu,我等待已久的信终于到了。
twi,chinese,Nsu ni.,这是一些水。
twi,chinese,Asamoa kyɛɛ ofirikafo no sika kaa kai a na ɔreka no bo ho,阿萨莫阿给了出租车司机小费。
twi,chinese,"Sɛ wonnte me nka a, ma polisifo aso nte",如果我失去联系，请通知警察，好吗？
twi,chinese,Sɛ wopɛ sɛ yɛsɔ kanea no anaa yennum no?,你想要开灯还是关灯？
twi,chinese,"Awiei koraa no, Asamoa kasae.",阿萨莫阿终于开口了。
twi,chinese,Na minnim sɛ aha wo saa.,我没有意识到你的心情如此糟糕。
twi,chinese,Fa nsɛmmɔne no firi me,对于造成的混乱，我深表歉意。
twi,chinese,"Sɛnea minim no deɛ, odi nokware.",据我所知，他是诚实的。
twi,chinese,Mo mfa nkyɛ me sɛ mamma ntɛm,我对大家迟到感到抱歉。
twi,chinese,Wade ne ho afi asiane mu.,她已经脱离危险了。
twi,chinese,Bra bere biara.,随时来吧。
twi,chinese,Ɛhe na mɛka sɛ me nneɛma no yɛ me dea?,我在哪里领取行李？
twi,chinese,Mibisae sɛ wɔnto m'akatua mu.,我要求加薪。
twi,chinese,Yɛpɛ sɛ woto nnwom bi.,我们希望你唱一些歌。
twi,chinese,"Meresan akɔ Boston, Chicago afono me",我要回波士顿了。我已经受够了芝加哥。
twi,chinese,Nkwammoaa a nɔma ma hydrogen no yɛ 1.,氢的原子序数为1。
twi,chinese,Ahum no gyaee.,暴风雨停了。
twi,chinese,Mehia wo mmoa.,我确实需要你的帮助。
twi,chinese,Sɛ woyɛ Amerikani?,你是美国人吗？
twi,chinese,Ɛyɛ hu sɛ wubeguare saa asubɔnten no mu.,在那条河里游泳不安全。
twi,chinese,Me ne me nuabarima kɔɔ mpataayi wɔ asubɔnten no ho.,我和弟弟去河里钓鱼。
twi,chinese,Migye di sɛ yebetumi ama nsensanee aba.,我希望我们能够有所作为。
twi,chinese,Asamoa ka kyerɛɛ Abena sɛ ɔnkɔ fie.,阿萨莫阿让阿贝纳回家。
twi,chinese,Ɔkyerɛwee me ɔdɔ nsɛm krataa,他给我写了一封情书。
twi,chinese,Ofii dan no mu ara pɛ na ɔhyɛɛ ase sui.,她一离开房间就开始哭泣。
twi,chinese,Metɔn ntade wɔ intanɛt so.,我在网上卖衣服。
twi,chinese,Nkra ani mpɛ hann saa,猫的眼睛对光非常敏感。
twi,chinese,Adwumayɛfo no reyɛ ɔsatene ahwehwɛ akatua pa.,工人们正在罢工，要求提高工资。
twi,chinese,Na ne yere nua ba a ɔto so abien no ka Yudafo asɛnni bagua no ho.,他妻子的远房表弟是犹太统治委员会的成员。
twi,chinese,Bere bɛn na wowɔ?,你的表是几点？
twi,chinese,Asamoa bɔɔ mpae.,阿萨莫阿祈祷。
twi,chinese,Meyɛ wo boafo foforow.,我是你的新助理。
twi,chinese,Yɛn baasa bɛbom atra.,我们三个人会团结在一起。
twi,chinese,Nkyɛ wɔ abɔnten,不要在外面呆得太晚。
twi,chinese,Meyɛ ɔpanyin.,我是成年人了。
twi,chinese,Ɛte sɛ mfoninitwa afiri bi.,它看起来像某种相机。
twi,chinese,Na wɔtumi hu wɔn sunsum wɔ atɛkyɛ no mu,水坑里可以看到倒影。
twi,chinese,Ɛyɛ biribi a ɛtwetwe adwene kɔ ade foforow so.,这是一种干扰。
twi,chinese,Wotee w'ataade no,你把裤子撕破了。
twi,chinese,Nsu fii ase tɔɔ deneenen bɛboro nnɔnhwerew abiesa ni.,三个多小时前开始下大雨。
twi,chinese,N ɛho hia sɛ wɔ sua asɛm no yiye.,有必要彻底研究一下这个问题。
twi,chinese,Anidaso wɔ baabi a nkwa wɔ.,哪里有生命，哪里就有希望。
twi,chinese,Mepɛ sɛ mihu wo nuabea no.,我想见见你姐姐。
twi,chinese,Mekɔɔ nwoma sotɔɔ no mu.,我去了书店。
twi,chinese,Saa kai yi so sen baako no.,这辆车比那辆车大。
twi,chinese,Salmonella na ekumm Asamoa nanabea,阿萨莫阿的祖母死于沙门氏菌。
twi,chinese,"Sɛ mepia saa button yi a, dɛn na ɛbɛba?",我想知道如果我按下这个按钮会发生什么。
twi,chinese,"Sɛ yɛwɔ kuw koro no ara mu, anaa?",我们是同一个组的吧？
twi,chinese,Mintumi nni saa aduan yi bi.,我不能吃这种食物。
twi,chinese,"Sɛ wopɛ sandwich a, ma wo nsa so.",如果你想要三明治，请举手。
twi,chinese,Asɛ Asamoa ani gye sini a ɛyɛ hu hwɛ,阿萨莫阿似乎喜欢看恐怖电影。
twi,chinese,Wo nkutoo na wubetumi abua asɛmmisa no.,只有你可以回答这个问题。
twi,chinese,Mempɛ sɛ menom nsã anadwo yi.,今晚我不想喝酒。
twi,chinese,Ɔwɔ biribi wɔ ne nsam.,她手里有东西。
twi,chinese,"Mesrɛ wo, frɛ no.",请给他打电话。
twi,chinese,Misuro sɛ ɔbɛyɛ mfomso.,我担心他会犯错误。
twi,chinese,Mfaso pii wɔ yɛn nhyehyɛe no so.,我们的计划还有很多额外的优势。
twi,chinese,"Anyɛ koraa no, osu tɔ nnansa biara wɔ ɔgyefo bosome mu.",二月至少每三天就会下雪。
twi,chinese,ɔkɔre yɛ nnomaa hene.,老鹰是百鸟之王。
twi,chinese,Wɔn ani gye ne ho yiye.,他们非常喜欢他。
twi,chinese,Ɛyɛ ade a atwam.,这已经是过去的事了。
twi,chinese,Wowɔ m'asen.,你有我的护目镜。
twi,chinese,Minim Japanfo kasa yiye,我日语很好。
twi,chinese,Asamoa nim nnipa pii.,阿萨莫阿认识很多人。
twi,chinese,Ɛyɛ anigye yiye sɛ wobɛtra fie.,呆在家里真好。
twi,chinese,Asamoa nhyɛ atade kɔkɔɔ da.,阿萨莫阿从不穿红色衣服。
twi,chinese,Meremma ɔnkɔ.,我会阻止他去。
twi,chinese,Okuafo no dodɔɔ n'afuw mu da mũ nyinaa.,农夫整天耕田。
twi,chinese,Ɛhe na na wowɔ wɔ nɔnhwere biako ne abiesa ntam?,一点到三点之间你在哪里？
twi,chinese,Mepɛ TV hwɛ,我喜欢看电视。
twi,chinese,Minnye nni sɛ metumi atwa me kaika ho sɔhwɛ no,我认为我不太可能通过驾驶考试。
twi,chinese,Wɔayɛ ahwɛyiye kɛse sɛ wɔde nneɛma a eye sen bibibara nkutoo na ebedi dwuma.,我们非常小心地只使用最好的原料。
twi,chinese,Onim bɔɔlobɔ yiye,他擅长足球。
twi,chinese,Ɛno betumi aboa.,这可能有帮助。
twi,chinese,Aka kakra ma abɔ nvnhwere 12.,已经快12点了。
twi,chinese,Asamoa pɛ sɛ ɔtɔn biribiara wɔ ne kai korabea dan no mu.,阿萨莫阿想卖掉车库里的所有东西。
twi,chinese,Na maame kɛse no kura adwee,胖女人抱着一只猴子。
twi,chinese,Asamoa yɛ Abena ata,阿萨莫阿是阿贝纳的双胞胎兄弟。
twi,chinese,Eyi bo nyɛ den koraa,这不需要任何成本。
twi,chinese,Asamoa tee yaw wɔ n'akyi.,阿萨莫阿感到背部疼痛。
twi,chinese,Na hann kɔkɔɔ bi rehyerɛn sum no mu.,黑暗中，一道红光闪烁着。
twi,chinese,Sɛ mo mu bi wɔ asɛm bi ka wɔ eyi ho?,你们对此有什么要说的吗？
twi,chinese,Ɔkwan biara nni hɔ a metumi afa so ama nneɛma atotɔ yiye ama wo?,我没有办法弥补你。
twi,chinese,Fi ha seesei yi ara,现在离开这个区域。
twi,chinese,Na mepɛ sɛ migye m'ani kakra.,我只是想找点乐子。
twi,chinese,Na ɛnsɛ sɛ woba nnɛ.,你今天不该来的。
twi,chinese,ɛsɛ sɛ wɔtu ntɛmntɛm.,他们必须快速行动。
twi,chinese,Asamoa nnaadaa Abena da.,阿萨莫阿从不对阿贝纳撒谎。
twi,chinese,Asamoa edii kan hyɛe wɔ agodie no mu.,阿萨莫阿打进了本场比赛的第一个进球。
